Dataset,Model_Label,Model_Family,Selection_Mode,Rank_in_saved_results,Model_Features,Saved_R2_val_log,Saved_R2_cv_mean_log,Saved_R2_val_d,Saved_RMSE_val_d,Saved_R2_test_log,Saved_RMSE_test_log,Saved_R2_test_d,Saved_RMSE_test_d,Saved_Selection_Score,N_rows,N_e_converged,N_c_lt_e,N_converged_and_c_lt_e,Pct_converged_and_c_lt_e,RMSE_d_pred_vs_d_csds,R2_d_pred_vs_d_csds,N_d_metric_rows,RMSE_e_pred_vs_e_csds,R2_e_pred_vs_e_csds,N_e_metric_rows,Mean_e_pred,Median_e_pred,Mean_residual_eq_515_abs,Mean_residual_eq_518_abs,Detailed_Output_File
HIGH,HIGH_exp_log_rank_1,exponential,log,1,tau_r_div_tau_p + u_r_x_tau_r + u_r_div_tau_r + u_p_div_u_r,0.6139431259297605,0.6283405369129205,0.6683117407161152,66.64107808251524,0.6726674607568783,0.5526104732162241,0.5401543811415029,39.32783184974131,0.8696947268713642,67,63,63,63,94.02985074626865,137.48241491679363,0.25083026141489284,67,1.5898149029439281,0.6341960197192424,63,3.1775594479497165,1.4996900563036335,4.972082710279455e-12,1.285661109908029,/Users/hariderarako/Desktop/python/results/methodologie_1/e_from_all_retained_d_models/high/HIGH_exp_log_rank_1_e_predictions.csv
HIGH,HIGH_exp_log_rank_2,exponential,log,2,u_r_div_tau_r + u_r_mm + u_p_div_u_r + tau_r_div_tau_p,0.6192131103711068,0.6009140912131857,0.6029524618751172,72.91186689913131,0.7644584321410852,0.46876837263525,0.49488440032154,41.2182328542379,0.8589258754382506,67,63,63,63,94.02985074626865,137.50900030821947,0.25054049495335307,67,1.3386030105056563,0.7406663372231742,63,3.154135366593906,1.4925894867790497,6.255856503017524e-12,1.421076133069677,/Users/hariderarako/Desktop/python/results/methodologie_1/e_from_all_retained_d_models/high/HIGH_exp_log_rank_2_e_predictions.csv
HIGH,HIGH_exp_log_rank_3,exponential,log,3,tau_r_div_u_p + tau_p_div_u_p + u_r_x_tau_r + u_p_div_u_r + u_r_div_tau_r + tau_r_div_tau_p,0.6260273125759871,0.6178343508750871,0.7114001003243179,62.16201052716397,0.6602649132918915,0.5629822761937491,0.5583000750580396,38.54407613464958,0.8549946796228779,67,61,61,61,91.04477611940298,136.36470325733433,0.2629620233300347,67,1.0739567453728582,0.7282655171136289,61,2.655880164990573,1.477988022525159,6.033530687816102e-12,1.1221324254186504,/Users/hariderarako/Desktop/python/results/methodologie_1/e_from_all_retained_d_models/high/HIGH_exp_log_rank_3_e_predictions.csv
HIGH,HIGH_exp_log_rank_4,exponential,log,4,u_p_div_u_r + u_r_div_u_p + tau_r_div_tau_p + u_r_div_tau_r + tau_r_div_u_p + u_r_x_tau_r,0.624763322326567,0.6081857222979494,0.6725797697563886,66.21093478888794,0.5451069754566935,0.651447107967147,0.5819645831623592,37.49734482887412,0.849334479312479,67,63,63,63,94.02985074626865,137.10298936571726,0.254959689853567,67,1.4629253262901798,0.5518073914366093,63,2.976888297061302,1.4970834115836615,4.465493230919304e-12,1.38732072780998,/Users/hariderarako/Desktop/python/results/methodologie_1/e_from_all_retained_d_models/high/HIGH_exp_log_rank_4_e_predictions.csv
HIGH,HIGH_exp_log_rank_5,exponential,log,5,u_r_mm + tau_r_div_tau_p + u_p_div_u_r + u_r_div_tau_r + u_r_div_u_p + u_r_x_tau_r,0.6150049111427698,0.6163207540754362,0.6741375794029456,66.0532368192088,0.5810806289513331,0.6251579281293547,0.5935689888251596,36.97323035940132,0.843664562310082,67,64,64,64,95.5223880597015,137.1176418725556,0.2548004330549163,67,0.8498475057932154,0.8938161531632587,64,3.035275546789453,1.504049927425585,3.0720183341603757e-12,1.2540242679940576,/Users/hariderarako/Desktop/python/results/methodologie_1/e_from_all_retained_d_models/high/HIGH_exp_log_rank_5_e_predictions.csv
HIGH,HIGH_exp_d_rank_1,exponential,d,1,u_p_div_u_r + tau_r_div_tau_p + u_r_div_tau_r + u_r_x_tau_r + u_p_x_tau_r + tau_p_div_tau_r,0.6350108391563924,0.6012943068652575,0.7833195453510657,53.862540512355096,0.6347584791402652,0.5837334666484669,0.5002171278218023,41.00007602747936,1.0015571896838726,67,61,61,61,91.04477611940298,135.03828187414,0.27723064612240345,67,0.7396592475354246,0.8887082032982223,61,2.732424512852254,1.4775859409460375,2.8277635242487076e-12,1.260481051836466,/Users/hariderarako/Desktop/python/results/methodologie_1/e_from_all_retained_d_models/high/HIGH_exp_d_rank_1_e_predictions.csv
HIGH,HIGH_exp_d_rank_2,exponential,d,2,u_r_x_tau_r + u_p_div_u_r + tau_r_div_tau_p + u_r_div_tau_r + u_r_div_u_p + tau_p_div_tau_r,0.6189438924364447,0.5932445380771271,0.7830909386450274,53.890946609086754,0.5683693023423917,0.6345716765028775,0.50594560651246,40.764428739017475,0.995826886584258,67,63,63,63,94.02985074626865,137.2898226196174,0.25292774072730195,67,0.8852871929732564,0.8865711151967831,63,3.0234996968658665,1.5013411016760556,4.139746746459206e-12,1.3110456027701953,/Users/hariderarako/Desktop/python/results/methodologie_1/e_from_all_retained_d_models/high/HIGH_exp_d_rank_2_e_predictions.csv
HIGH,HIGH_exp_d_rank_3,exponential,d,3,u_p_div_u_r + tau_r_div_u_p + u_r_x_tau_r + tau_r_div_tau_p + u_r_div_tau_r + tau_p_div_tau_r,0.6067057837320385,0.5751567775310217,0.7644954570293927,56.15347137836186,0.6054708396804901,0.6066861434108967,0.5002728340076669,40.9977910136971,0.9703206658601672,67,61,61,61,91.04477611940298,137.88494843426332,0.24643686453842717,67,1.2758848726194003,0.669643128750985,61,2.8128467837586104,1.4752174353390528,4.2658408681589086e-12,1.359483886422552,/Users/hariderarako/Desktop/python/results/methodologie_1/e_from_all_retained_d_models/high/HIGH_exp_d_rank_3_e_predictions.csv
HIGH,HIGH_poly_rank_1,polynomial,log,1,u_p_x_tau_r + u_r_div_u_p + tau_r_div_tau_p,0.8840595574386049,0.572609764689157,0.9392919464566872,28.51019048111591,0.3542626196278131,0.7761621951032938,0.035927101646505,56.94412381104869,1.1329997274468375,67,64,64,64,95.5223880597015,109.42051178456622,0.525448439458726,67,0.7882825643480023,0.9009855571547538,64,3.0315195444006178,1.51290650066375,3.9988255762235525e-12,1.0164671117077015,/Users/hariderarako/Desktop/python/results/methodologie_1/e_from_all_retained_d_models/high/HIGH_poly_rank_1_e_predictions.csv
HIGH,HIGH_poly_rank_2,polynomial,log,2,tau_r_div_tau_p + u_p_div_u_r + u_p_x_tau_r,0.9170882401681476,0.5320893717398673,0.9874139585088456,12.981400359831278,0.8276392202547438,0.4009994221927001,0.9174581839226216,16.662148000611264,1.1156663670968745,67,65,65,65,97.01492537313433,80.29173611406058,0.7444783992049095,67,1.077928807578372,0.8141566819226167,65,3.1406761472093594,1.484087817166783,4.766211357211712e-12,1.0778618165599498,/Users/hariderarako/Desktop/python/results/methodologie_1/e_from_all_retained_d_models/high/HIGH_poly_rank_2_e_predictions.csv
